,Symbol,Ensembl
17584,Scyl2,ENSMUSG00000069539
17585,Vps35,ENSMUSG00000031696
17586,Vma21,ENSMUSG00000073131
17587,Gse1,ENSMUSG00000031822
17588,Dctn5,ENSMUSG00000030868
17589,Ap1g1,ENSMUSG00000031731
17590,Tnpo2,ENSMUSG00000031691
17591,Zfp58,ENSMUSG00000071291
17592,Top1,ENSMUSG00000070544
17593,Peg12,ENSMUSG00000070526
17594,Zfp449,ENSMUSG00000073176
17595,Asah1,ENSMUSG00000031591
17596,Mfap3l,ENSMUSG00000031647
17597,Gm12258,ENSMUSG00000072915
17598,Hcfc1,ENSMUSG00000031386
17599,Ap3b1,ENSMUSG00000021686
17600,Zfp275,ENSMUSG00000031365
17601,Gm26699,ENSMUSG00000097206
17602,Ptdss1,ENSMUSG00000021518
17603,Rnf145,ENSMUSG00000019189
17604,Canx,ENSMUSG00000020368
17605,Pank3,ENSMUSG00000018846
17606,Cenpv,ENSMUSG00000018509
17607,Ncor1,ENSMUSG00000018501
17608,Dhx40,ENSMUSG00000018425
17609,Ubp1,ENSMUSG00000009741
17610,Nutf2,ENSMUSG00000008450
17611,Iws1,ENSMUSG00000024384
17612,Gle1,ENSMUSG00000019715
17613,Acp2,ENSMUSG00000002103
17614,Glg1,ENSMUSG00000003316
17615,Dgcr2,ENSMUSG00000003166
17616,Cdk12,ENSMUSG00000003119
17617,Rab8a,ENSMUSG00000003037
17618,Ap2a2,ENSMUSG00000002957
17619,Ybx2,ENSMUSG00000018554
17620,Zcchc10,ENSMUSG00000018239
17621,Zfp607,ENSMUSG00000020420
17622,2310033P09Rik,ENSMUSG00000020441
17623,Atp8b3,ENSMUSG00000003341
17624,Arfgef3,ENSMUSG00000019852
17625,Herc4,ENSMUSG00000020064
17626,Myo1b,ENSMUSG00000018417
17627,Zfp369,ENSMUSG00000021514
17628,D930016D06Rik,ENSMUSG00000097392
17629,D630044L22Rik,ENSMUSG00000097405
17630,Tial1,ENSMUSG00000030846
17631,Tmx3,ENSMUSG00000024614
17632,Cfap97,ENSMUSG00000031631
17633,Star,ENSMUSG00000031574
17634,Ceacam20,ENSMUSG00000070777
17635,Arhgef7,ENSMUSG00000031511
17636,Vmn1r86,ENSMUSG00000070816
17637,N4bp1,ENSMUSG00000031652
17638,Stk3,ENSMUSG00000022329
17639,Gm27201,ENSMUSG00000098645
17640,Trmu,ENSMUSG00000022386
17641,C030007H22Rik,ENSMUSG00000099938
17642,Mgat1,ENSMUSG00000020346
17643,Xpo1,ENSMUSG00000020290
17644,Ap3d1,ENSMUSG00000020198
17645,Slc1a4,ENSMUSG00000020142
17646,Apc2,ENSMUSG00000020135
17647,Sar1a,ENSMUSG00000020088
17648,Agtpbp1,ENSMUSG00000021557
17649,Abhd10,ENSMUSG00000033157
17650,Synrg,ENSMUSG00000034940
17651,Cpsf7,ENSMUSG00000034820
17652,Fktn,ENSMUSG00000028414
17653,Gm13091,ENSMUSG00000085213
17654,Fmn2,ENSMUSG00000028354
17655,Murc,ENSMUSG00000028348
17656,Invs,ENSMUSG00000028344
17657,Rnf20,ENSMUSG00000028309
17658,Ptbp2,ENSMUSG00000028134
17659,4930440I19Rik,ENSMUSG00000085431
17660,Spata1,ENSMUSG00000028188
17661,Manba,ENSMUSG00000028164
17662,Snx27,ENSMUSG00000028136
17663,Mettl14,ENSMUSG00000028114
17664,Rad23b,ENSMUSG00000028426
17665,Rprd2,ENSMUSG00000028106
17666,Gm13963,ENSMUSG00000085448
17667,Crb1,ENSMUSG00000063681
17668,Gabrb1,ENSMUSG00000029212
17669,Rad18,ENSMUSG00000030254
17670,Asb7,ENSMUSG00000030509
17671,Gramd2,ENSMUSG00000074259
17672,Nova2,ENSMUSG00000030411
17673,Ercc2,ENSMUSG00000030400
17674,Recql,ENSMUSG00000030243
17675,Zik1,ENSMUSG00000030393
17676,2900092C05Rik,ENSMUSG00000030385
17677,Sf3b2,ENSMUSG00000024853
17678,Zfp872,ENSMUSG00000074472
17679,Zfp931,ENSMUSG00000078861
17680,Msantd2,ENSMUSG00000042138
17681,Mospd2,ENSMUSG00000061778
17682,Rabgap1,ENSMUSG00000035437
17683,Spty2d1,ENSMUSG00000049516
17684,Bclaf1,ENSMUSG00000037608
17685,Idua,ENSMUSG00000033540
17686,Zyg11b,ENSMUSG00000034636
17687,Rapgef1,ENSMUSG00000039844
17688,Ric8b,ENSMUSG00000035620
17689,Rbm15,ENSMUSG00000048109
17690,Sdr42e1,ENSMUSG00000034308
17691,Zfp113,ENSMUSG00000037007
17692,Ttc13,ENSMUSG00000037300
17693,Tead1,ENSMUSG00000055320
17694,Nup133,ENSMUSG00000039509
17695,St8sia3,ENSMUSG00000056812
17696,1600014C10Rik,ENSMUSG00000054676
17697,Ptprq,ENSMUSG00000035916
17698,Prkci,ENSMUSG00000037643
17699,Ubxn7,ENSMUSG00000053774
17700,Pcnxl4,ENSMUSG00000034501
17701,Zfp780b,ENSMUSG00000063047
17702,Zer1,ENSMUSG00000039686
17703,E2f6,ENSMUSG00000057469
17704,Hnrnpu,ENSMUSG00000039630
17705,Olfr1193,ENSMUSG00000060827
17706,Smc5,ENSMUSG00000024943
17707,Akap3,ENSMUSG00000030344
17708,Arfip1,ENSMUSG00000074513
17709,Cand2,ENSMUSG00000030319
17710,Slc33a1,ENSMUSG00000027822
17711,Smad9,ENSMUSG00000027796
17712,Gm14264,ENSMUSG00000085158
17713,Epb41l4b,ENSMUSG00000028434
17714,Dpysl5,ENSMUSG00000029168
17715,Nub1,ENSMUSG00000028954
17716,Pcdh7,ENSMUSG00000029108
17717,Htt,ENSMUSG00000029104
17718,Cyp4v3,ENSMUSG00000079057
17719,Fam155a,ENSMUSG00000079157
17720,Rab10os,ENSMUSG00000079179
17721,Clcn6,ENSMUSG00000029016
17722,Dnajb14,ENSMUSG00000074212
17723,Svip,ENSMUSG00000074093
17724,Det1,ENSMUSG00000030610
17725,Stau2,ENSMUSG00000025920
17726,Cwf19l2,ENSMUSG00000025898
17727,Xiap,ENSMUSG00000025860
17728,Prkar1b,ENSMUSG00000025855
17729,Pard3,ENSMUSG00000025812
17730,Eid1,ENSMUSG00000091337
17731,Pgm2,ENSMUSG00000025791
17732,Klhl33,ENSMUSG00000090799
17733,Pigq,ENSMUSG00000025728
17734,Arhgef9,ENSMUSG00000025656
17735,Ampd2,ENSMUSG00000027889
17736,Ube4bos1,ENSMUSG00000085819
17737,Ints3,ENSMUSG00000027933
17738,Lrrc47,ENSMUSG00000029028
17739,Atg7,ENSMUSG00000030314
17740,BC029722,ENSMUSG00000074649
17741,C2cd5,ENSMUSG00000030279
17742,Etnk1,ENSMUSG00000030275
17743,Gm15868,ENSMUSG00000085612
17744,Pdgfc,ENSMUSG00000028019
17745,Trim2,ENSMUSG00000027993
17746,Slc35a3,ENSMUSG00000027957
17747,Pgd,ENSMUSG00000028961
17748,Ube4b,ENSMUSG00000028960
17749,Ago3,ENSMUSG00000028842
17750,Gm15774,ENSMUSG00000085118
17751,Tmem41b,ENSMUSG00000047554
17752,Srrm1,ENSMUSG00000028809
17753,Ptp4a2,ENSMUSG00000028788
17754,Hp1bp3,ENSMUSG00000028759
17755,Nsun4,ENSMUSG00000028706
17756,Rnf220,ENSMUSG00000028677
17757,Srsf10,ENSMUSG00000028676
17758,Macf1,ENSMUSG00000028649
17759,Pum1,ENSMUSG00000028580
17760,Gm16279,ENSMUSG00000084998
17761,Fam219a,ENSMUSG00000028439
17762,Uts2,ENSMUSG00000028963
17763,Tarsl2,ENSMUSG00000030515
17764,Orc5,ENSMUSG00000029012
17765,Ulbp1,ENSMUSG00000079685
17766,Gucy1a2,ENSMUSG00000041624
17767,Tex33,ENSMUSG00000062154
17768,Rnf216,ENSMUSG00000045078
17769,Tsn,ENSMUSG00000026374
17770,Cdc42bpa,ENSMUSG00000026490
17771,Ahctf1,ENSMUSG00000026491
17772,Wdr64,ENSMUSG00000026523
17773,Astn1,ENSMUSG00000026587
17774,Gm15351,ENSMUSG00000086770
17775,Cdk7,ENSMUSG00000069089
17776,Traf6,ENSMUSG00000027164
17777,Klhl20,ENSMUSG00000026705
17778,Pip4k2a,ENSMUSG00000026737
17779,Yme1l1,ENSMUSG00000026775
17780,Acbd5,ENSMUSG00000026781
17781,Abi2,ENSMUSG00000026782
17782,Ralgapb,ENSMUSG00000027652
17783,Gm11186,ENSMUSG00000087668
17784,Mier2,ENSMUSG00000042570
17785,Cdc73,ENSMUSG00000026361
17786,Msl1,ENSMUSG00000052915
17787,Uhmk1,ENSMUSG00000026667
17788,Odf2,ENSMUSG00000026790
17789,Bard1,ENSMUSG00000026196
17790,Ppm1f,ENSMUSG00000026181
17791,Tsc1,ENSMUSG00000026812
17792,Myef2,ENSMUSG00000027201
17793,Ncoa3,ENSMUSG00000027678
17794,Lrsam1,ENSMUSG00000026792
17795,Ccnt2,ENSMUSG00000026349
17796,Hps3,ENSMUSG00000027615
17797,Imp4,ENSMUSG00000026127
17798,Stard7,ENSMUSG00000027367
17799,Gm15287,ENSMUSG00000086480
17800,Stx16,ENSMUSG00000027522
17801,Impa1,ENSMUSG00000027531
17802,Lrrcc1,ENSMUSG00000027550
17803,1700019N19Rik,ENSMUSG00000026931
17804,Gapvd1,ENSMUSG00000026867
17805,Itch,ENSMUSG00000027598
17806,0610040B10Rik,ENSMUSG00000089889
17807,Mark2,ENSMUSG00000024969
17808,Shoc2,ENSMUSG00000024976
17809,Senp8,ENSMUSG00000051705
17810,Atic,ENSMUSG00000026192
17811,Eif3a,ENSMUSG00000024991
17812,Lcor,ENSMUSG00000025019
17813,Ablim1,ENSMUSG00000025085
17814,Hdgfrp3,ENSMUSG00000025104
17815,Pi4k2a,ENSMUSG00000025178
17816,Sfxn3,ENSMUSG00000025212
17817,Btrc,ENSMUSG00000025217
17818,Mgea5,ENSMUSG00000025220
17819,Caprin1,ENSMUSG00000027184
17820,Sacm1l,ENSMUSG00000025240
17821,Zfp141,ENSMUSG00000092416
17822,Dhx36,ENSMUSG00000027770
17823,Pcmtd2,ENSMUSG00000027589
17824,Tm9sf3,ENSMUSG00000025016
17825,Synj2bp,ENSMUSG00000090935
17826,Rps6kc1,ENSMUSG00000089872
17827,Cers6,ENSMUSG00000027035
17828,Rpgrip1l,ENSMUSG00000033282
17829,Usp34,ENSMUSG00000056342
17830,Akap6,ENSMUSG00000061603
17831,Sfmbt2,ENSMUSG00000061186
17832,Opa3,ENSMUSG00000052214
17833,Gpr143,ENSMUSG00000025333
17834,Ciz1,ENSMUSG00000039205
17835,Cep295,ENSMUSG00000046111
17836,Ccpg1,ENSMUSG00000034563
17837,Bpifc,ENSMUSG00000050108
17838,Whsc1,ENSMUSG00000057406
17839,Cnot4,ENSMUSG00000038784
17840,Sycp2,ENSMUSG00000060445
17841,Eml6,ENSMUSG00000044072
17842,Rcor3,ENSMUSG00000037395
17843,Nlrc4,ENSMUSG00000039193
17844,Prpf4,ENSMUSG00000066148
17845,Slc24a5,ENSMUSG00000035183
17846,Adamts2,ENSMUSG00000036545
17847,Pygo2,ENSMUSG00000047824
17848,Mdga2,ENSMUSG00000034912
17849,Arid2,ENSMUSG00000033237
17850,Srsf12,ENSMUSG00000054679
17851,Armcx4,ENSMUSG00000049804
17852,Tex2,ENSMUSG00000040548
17853,2010001E11Rik,ENSMUSG00000039339
17854,Neo1,ENSMUSG00000032340
17855,Ercc6,ENSMUSG00000054051
17856,Lrig2,ENSMUSG00000032913
17857,Trip12,ENSMUSG00000026219
17858,Slc5a3,ENSMUSG00000089774
17859,Klhl30,ENSMUSG00000026308
17860,Cbx6,ENSMUSG00000089715
17861,Tnik,ENSMUSG00000027692
17862,2310035C23Rik,ENSMUSG00000026319
17863,Gm15755,ENSMUSG00000086910
17864,March7,ENSMUSG00000026977
17865,Gm15063,ENSMUSG00000086937
17866,Camsap1,ENSMUSG00000026933
17867,Brd3,ENSMUSG00000026918
17868,Hk1,ENSMUSG00000037012
17869,Dnajb2,ENSMUSG00000026203
17870,Fam73a,ENSMUSG00000054942
17871,Magi2,ENSMUSG00000040003
17872,Dmd,ENSMUSG00000045103
17873,Rpl13a-ps1,ENSMUSG00000062083
17874,A230046K03Rik,ENSMUSG00000034560
17875,Trim44,ENSMUSG00000027189
17876,Kdm5d,ENSMUSG00000056673
17877,Basp1,ENSMUSG00000045763
17878,Map4k5,ENSMUSG00000034761
17879,Cipc,ENSMUSG00000034157
17880,Gatad2b,ENSMUSG00000042390
17881,Rusc2,ENSMUSG00000035969
17882,Sepn1,ENSMUSG00000050989
17883,Srrm2,ENSMUSG00000039218
17884,Ccdc71l,ENSMUSG00000090946
17885,Upp2,ENSMUSG00000026839
17886,Cpeb1,ENSMUSG00000025586
17887,Wapl,ENSMUSG00000041408
17888,Sms,ENSMUSG00000071708
17889,Cyp4x1,ENSMUSG00000047155
17890,Amer3,ENSMUSG00000045174
17891,Mkln1,ENSMUSG00000025609
17892,Fam117b,ENSMUSG00000041040
17893,Fbxw8,ENSMUSG00000032867
17894,Dcaf7,ENSMUSG00000049354
17895,Stx17,ENSMUSG00000061455
17896,Cmip,ENSMUSG00000034390
17897,Dhcr7,ENSMUSG00000058454
17898,Capn13,ENSMUSG00000043705
17899,Fsd1l,ENSMUSG00000054752
17900,Stim2,ENSMUSG00000039156
17901,Reep2,ENSMUSG00000038555
17902,5730455P16Rik,ENSMUSG00000057181
17903,U2surp,ENSMUSG00000032407
17904,Cep120,ENSMUSG00000048799
17905,Pds5b,ENSMUSG00000034021
17906,Tor1aip2,ENSMUSG00000050565
17907,Tlk1,ENSMUSG00000041997
17908,Zfp426,ENSMUSG00000059475
17909,Mfsd6,ENSMUSG00000041439
17910,Gmfb,ENSMUSG00000062014
17911,Plxna2,ENSMUSG00000026640
17912,Irgq,ENSMUSG00000041037
17913,Mgam,ENSMUSG00000068587
17914,Zfp512,ENSMUSG00000062761
17915,Tecpr1,ENSMUSG00000066621
17916,Zfp846,ENSMUSG00000058192
17917,Chpt1,ENSMUSG00000060002
17918,Wnk1,ENSMUSG00000045962
17919,Wipf2,ENSMUSG00000038013
17920,Fam120a,ENSMUSG00000038014
17921,Crebrf,ENSMUSG00000048249
17922,Wdr59,ENSMUSG00000031959
17923,Acvr2b,ENSMUSG00000061393
17924,Syt11,ENSMUSG00000068923
17925,Zfp292,ENSMUSG00000039967
17926,Ambra1,ENSMUSG00000040506
17927,Mga,ENSMUSG00000033943
17928,Ssh2,ENSMUSG00000037926
17929,Uty,ENSMUSG00000068457
17930,Bend3,ENSMUSG00000038214
17931,Sstr5,ENSMUSG00000050824
17932,Chd4,ENSMUSG00000063870
17933,Arglu1,ENSMUSG00000040459
17934,Bend7,ENSMUSG00000048186
17935,Vezt,ENSMUSG00000036099
17936,Heatr5b,ENSMUSG00000039414
17937,Trp53inp2,ENSMUSG00000038375
17938,Zfp78,ENSMUSG00000055150
17939,Set,ENSMUSG00000054766
17940,Ttc37,ENSMUSG00000033991
17941,Trip4,ENSMUSG00000032386
17942,Dlg2,ENSMUSG00000052572
17943,Tgoln1,ENSMUSG00000056429
17944,Vcpip1,ENSMUSG00000045210
17945,Jakmip3,ENSMUSG00000056856
17946,Zfp319,ENSMUSG00000046556
17947,Bcorl1,ENSMUSG00000036959
17948,Phf8,ENSMUSG00000041229
17949,Utp6,ENSMUSG00000035575
17950,Rhbdd2,ENSMUSG00000039917
17951,Myo5a,ENSMUSG00000034593
17952,Suv39h1,ENSMUSG00000039231
17953,Slc25a51,ENSMUSG00000045973
17954,Fam151a,ENSMUSG00000034871
17955,Fbxo10,ENSMUSG00000048232
17956,Zfp280d,ENSMUSG00000038535
17957,Casc4,ENSMUSG00000060227
17958,Pnmal2,ENSMUSG00000070802
17959,Zfp451,ENSMUSG00000042197
17960,Ndst2,ENSMUSG00000039308
17961,Parp16,ENSMUSG00000032392
17962,Wdr43,ENSMUSG00000041057
17963,Rbm48,ENSMUSG00000040302
17964,Slc25a24,ENSMUSG00000040322
17965,Ddx24,ENSMUSG00000041645
17966,Ncoa7,ENSMUSG00000039697
17967,Slc9a7,ENSMUSG00000037341
17968,Naa15,ENSMUSG00000063273
17969,Pggt1b,ENSMUSG00000024477
17970,Xkr4,ENSMUSG00000051951
17971,Tspyl1,ENSMUSG00000047514
17972,Leng8,ENSMUSG00000035545
17973,Gm13248,ENSMUSG00000063245
17974,Larp4b,ENSMUSG00000033499
17975,Nrd1,ENSMUSG00000053510
17976,Zmym4,ENSMUSG00000042446
17977,Iars,ENSMUSG00000037851
17978,Diaph2,ENSMUSG00000034480
17979,March6,ENSMUSG00000039100
17980,Dcaf17,ENSMUSG00000041966
17981,Slc25a36,ENSMUSG00000032449
17982,Zmynd8,ENSMUSG00000039671
17983,Tmx4,ENSMUSG00000034723
17984,Dync1li1,ENSMUSG00000032435
17985,Xrn1,ENSMUSG00000032410
17986,Cacul1,ENSMUSG00000033417
17987,Mmgt1,ENSMUSG00000061273
17988,Khnyn,ENSMUSG00000047153
17989,Vkorc1l1,ENSMUSG00000066735
17990,Smco1,ENSMUSG00000046345
17991,Picalm,ENSMUSG00000039361
17992,Ywhag,ENSMUSG00000051391
17993,Exog,ENSMUSG00000042787
17994,Fgfr1op2,ENSMUSG00000040242
17995,Rsrp1,ENSMUSG00000037266
17996,Rapgef6,ENSMUSG00000037533
17997,Zfp518a,ENSMUSG00000049164
17998,Zmpste24,ENSMUSG00000043207
17999,Wdr7,ENSMUSG00000040560
18000,Rc3h1,ENSMUSG00000040423
18001,Cpeb2,ENSMUSG00000039782
18002,Rdx,ENSMUSG00000032050
18003,Asxl1,ENSMUSG00000042548
18004,Dck,ENSMUSG00000029366
18005,Srrd,ENSMUSG00000029346
18006,Chd2,ENSMUSG00000078671
18007,Slc30a9,ENSMUSG00000029221
18008,Casc3,ENSMUSG00000078676
18009,Mtpn,ENSMUSG00000029840
18010,Chl1,ENSMUSG00000030077
18011,Zfp59,ENSMUSG00000078779
18012,Dmwd,ENSMUSG00000030410
18013,Klhl21,ENSMUSG00000073700
18014,Btbd19,ENSMUSG00000073771
18015,I0C0044D17Rik,ENSMUSG00000073794
18016,Ipo5,ENSMUSG00000030662
18017,Krtap16-1,ENSMUSG00000078253
18018,4933406G16Rik,ENSMUSG00000086025
18019,Scarb2,ENSMUSG00000029426
18020,Nynrin,ENSMUSG00000075592
18021,Ankrd65,ENSMUSG00000078487
18022,Ate1,ENSMUSG00000030850
18023,Mos,ENSMUSG00000078365
18024,Fgf14,ENSMUSG00000025551
18025,Idh1,ENSMUSG00000025950
18026,Rev1,ENSMUSG00000026082
18027,Atg2a,ENSMUSG00000024773
18028,Hmgcs1,ENSMUSG00000093930
18029,Gm8879,ENSMUSG00000094025
18030,Dctn4,ENSMUSG00000024603
18031,Csnk1a1,ENSMUSG00000024576
18032,Smad4,ENSMUSG00000024515
18033,Jakmip2,ENSMUSG00000024502
18034,Tcerg1,ENSMUSG00000024498
18035,Plekhb2,ENSMUSG00000026123
18036,Sec61a2,ENSMUSG00000025816
18037,Ttbk2,ENSMUSG00000090100
18038,Eif5b,ENSMUSG00000026083
18039,Zbtb33,ENSMUSG00000048047
18040,Als2,ENSMUSG00000026024
18041,Ppp6r3,ENSMUSG00000024908
18042,Ift80,ENSMUSG00000027778
18043,Ulk1,ENSMUSG00000029512
18044,Luc7l2,ENSMUSG00000029823
18045,Avl9,ENSMUSG00000029787
18046,Nktr,ENSMUSG00000032525
18047,Srsf11,ENSMUSG00000055436
18048,Prpf18,ENSMUSG00000039449
18049,Myo9a,ENSMUSG00000039585
18050,Thrap3,ENSMUSG00000043962
18051,Golgb1,ENSMUSG00000034243
18052,4930505A04Rik,ENSMUSG00000040919
18053,Alg13,ENSMUSG00000041718
18054,Pdcd7,ENSMUSG00000041837
18055,Gns,ENSMUSG00000034707
18056,Tigar,ENSMUSG00000038028
18057,Hdx,ENSMUSG00000034551
18058,Ap2b1,ENSMUSG00000035152
18059,Dpy19l4,ENSMUSG00000045205
18060,Zmym5,ENSMUSG00000040123
18061,Srpr,ENSMUSG00000032042
18062,Dennd1b,ENSMUSG00000056268
18063,Phkb,ENSMUSG00000036879
18064,Hipk2,ENSMUSG00000061436
18065,Abcb10,ENSMUSG00000031974
18066,Abcc8,ENSMUSG00000040136
18067,Exoc4,ENSMUSG00000029763
18068,Dync1i1,ENSMUSG00000029757
18069,Gigyf1,ENSMUSG00000029714
18070,Cdk8,ENSMUSG00000029635
18071,Phf14,ENSMUSG00000029629
18072,Eif2ak1,ENSMUSG00000029613
18073,Fscn1,ENSMUSG00000029581
18074,Rc3h2,ENSMUSG00000075376
18075,Cant1,ENSMUSG00000025575
18076,Tmem168,ENSMUSG00000029569
18077,Pcyox1,ENSMUSG00000029998
18078,4931440F15Rik,ENSMUSG00000078157
18079,2410089E03Rik,ENSMUSG00000039801
18080,Csk,ENSMUSG00000032312
18081,Gulo,ENSMUSG00000034450
18082,Kat7,ENSMUSG00000038909
18083,Tk2,ENSMUSG00000035824
18084,Gtf3c1,ENSMUSG00000032777
18085,Ankle2,ENSMUSG00000029501
18086,Tram1,ENSMUSG00000025935
18087,Inpp4a,ENSMUSG00000026113
18088,Edil3,ENSMUSG00000034488
18089,Ptpdc1,ENSMUSG00000038042
18090,Zdhhc17,ENSMUSG00000035798
18091,Pnma2,ENSMUSG00000046204
18092,Fbxw4,ENSMUSG00000040913
18093,Map2k4,ENSMUSG00000033352
18094,Nyap1,ENSMUSG00000045348
18095,March9,ENSMUSG00000040502
18096,D15Ertd621e,ENSMUSG00000037119
18097,Rad54l2,ENSMUSG00000040661
18098,Scn3b,ENSMUSG00000049281
18099,Ptchd1,ENSMUSG00000041552
18100,Ubap2l,ENSMUSG00000042520
18101,Smarcc1,ENSMUSG00000032481
18102,Alkbh5,ENSMUSG00000042650
18103,Fndc3a,ENSMUSG00000033487
18104,Dtx4,ENSMUSG00000039982
18105,Slc9a6,ENSMUSG00000060681
18106,Bdp1,ENSMUSG00000049658
18107,Gpbp1,ENSMUSG00000032745
18108,Safb2,ENSMUSG00000042625
18109,Fam160a2,ENSMUSG00000044465
18110,Tmem86b,ENSMUSG00000045282
18111,Fam134a,ENSMUSG00000049339
18112,Ube2l3,ENSMUSG00000038965
18113,C530008M17Rik,ENSMUSG00000036377
18114,Poldip3,ENSMUSG00000041815
18115,Usp5,ENSMUSG00000038429
18116,4933440M02Rik,ENSMUSG00000045928
18117,Eea1,ENSMUSG00000036499
18118,Capn11,ENSMUSG00000058626
18119,Ceacam15,ENSMUSG00000078795
18120,Olfr574,ENSMUSG00000045824
18121,Gm26833,ENSMUSG00000097406
18122,Gm14808,ENSMUSG00000085553
18123,B430219N15Rik,ENSMUSG00000085211
18124,Gm8206,ENSMUSG00000091568
18125,Gm20611,ENSMUSG00000093568
18126,Rsl1,ENSMUSG00000058900
18127,1700012C14Rik,ENSMUSG00000085470
18128,Gm27253,ENSMUSG00000098340
18129,Nespas,ENSMUSG00000086537
18130,Gc,ENSMUSG00000035540
18131,Aspdh,ENSMUSG00000038704
18132,Gm12827,ENSMUSG00000087228
18133,Per3,ENSMUSG00000028957
18134,RP24-143L4.3,ENSMUSG00000108795
18135,Gm12888,ENSMUSG00000073764
18136,5031434C07Rik,ENSMUSG00000044574
18137,Uroc1,ENSMUSG00000034456
18138,Per2,ENSMUSG00000055866
18139,Gm13052,ENSMUSG00000085816
18140,Pkd1l1,ENSMUSG00000046634
18141,Gm17518,ENSMUSG00000097757
18142,B3gntl1,ENSMUSG00000046605
18143,Csrp3,ENSMUSG00000030470
18144,Ect2l,ENSMUSG00000071392
18145,Gm16503,ENSMUSG00000078160
18146,1700022I11Rik,ENSMUSG00000028451
18147,Gm13375,ENSMUSG00000075514
18148,Plekhn1,ENSMUSG00000078485
18149,Foxo6os,ENSMUSG00000084929
18150,Gm14321,ENSMUSG00000084797
18151,Cntnap5b,ENSMUSG00000067028
18152,Igdcc3,ENSMUSG00000032394
18153,Gm17057,ENSMUSG00000090500
18154,Gm5458,ENSMUSG00000095024
18155,Fbxo30,ENSMUSG00000047648
18156,RP23-366O14.5,ENSMUSG00000109291
18157,Gm28876,ENSMUSG00000101356
18158,Arhgef37,ENSMUSG00000045094
18159,Mzb1,ENSMUSG00000024353
18160,Miox,ENSMUSG00000022613
18161,Kir3dl2,ENSMUSG00000057439
18162,Gm13404,ENSMUSG00000086904
18163,Gm5103,ENSMUSG00000102544
18164,Gm26670,ENSMUSG00000097416
18165,Gm13090,ENSMUSG00000078491
18166,Vmn1r4,ENSMUSG00000071893
18167,Gm5422,ENSMUSG00000039684
18168,C1rl,ENSMUSG00000038527
18169,Tle3,ENSMUSG00000032280
18170,Gm43878,ENSMUSG00000108015
18171,Gm42813,ENSMUSG00000105012
18172,8030443G20Rik,ENSMUSG00000086483
18173,Gm20680,ENSMUSG00000093511
18174,6720483E21Rik,ENSMUSG00000097934
18175,Chsy3,ENSMUSG00000058152
18176,Oprm1,ENSMUSG00000000766
18177,Gm43140,ENSMUSG00000105286
18178,Gm37748,ENSMUSG00000104266
18179,Gm17112,ENSMUSG00000090873
18180,Pcdhb12,ENSMUSG00000043458
18181,Gm29019,ENSMUSG00000100552
18182,Hdac11,ENSMUSG00000034245
18183,Gm13556,ENSMUSG00000087294
18184,Gpc1,ENSMUSG00000034220
18185,Dtx1,ENSMUSG00000029603
18186,Glt1d1,ENSMUSG00000049971
18187,Foxi2,ENSMUSG00000048377
18188,Bcl2l2,ENSMUSG00000089682
18189,A930029G22Rik,ENSMUSG00000096988
18190,Ppp4r2,ENSMUSG00000052144
18191,Umod,ENSMUSG00000030963
18192,Gm8267,ENSMUSG00000091923
18193,Olfr267,ENSMUSG00000043385
18194,Elp3,ENSMUSG00000022031
18195,Gm20390,ENSMUSG00000091228
18196,Gm26776,ENSMUSG00000097770
18197,Sdk1,ENSMUSG00000039683
18198,Pcdhb6,ENSMUSG00000051678
18199,Exoc3l2,ENSMUSG00000011263
18200,Zswim3,ENSMUSG00000045822
18201,Jrk,ENSMUSG00000046380
18202,Ehmt1,ENSMUSG00000036893
18203,Uts2r,ENSMUSG00000039321
18204,Foxo6,ENSMUSG00000052135
18205,Rapgef4,ENSMUSG00000049044
18206,Sdk2,ENSMUSG00000041592
18207,Gm27008,ENSMUSG00000098108
18208,Fam209,ENSMUSG00000027505
18209,Ugt2a3,ENSMUSG00000035780
18210,Tmeff1,ENSMUSG00000028347
18211,Khsrp,ENSMUSG00000007670
18212,Sdad1,ENSMUSG00000029415
18213,Speer4b,ENSMUSG00000048703
18214,Acsm1,ENSMUSG00000033533
18215,Ank,ENSMUSG00000022265
18216,Sult6b1,ENSMUSG00000038045
18217,Rad52,ENSMUSG00000030166
18218,Mfsd12,ENSMUSG00000034854
18219,Slc9a3,ENSMUSG00000036123
18220,Apob,ENSMUSG00000020609
18221,Gm15718,ENSMUSG00000085663
18222,Creb3l3,ENSMUSG00000035041
18223,Cdc42bpb,ENSMUSG00000021279
18224,Slc28a1,ENSMUSG00000025726
18225,Cercam,ENSMUSG00000039787
18226,4921530L21Rik,ENSMUSG00000034689
18227,Arhgap33os,ENSMUSG00000062132
18228,9930022D16Rik,ENSMUSG00000045065
18229,Zfp507,ENSMUSG00000044452
18230,Vma21-ps,ENSMUSG00000061619
18231,Fbxl19,ENSMUSG00000030811
18232,Gm15743,ENSMUSG00000086645
18233,Gorasp1,ENSMUSG00000032513
18234,Gm20506,ENSMUSG00000092222
18235,Mcf2l,ENSMUSG00000031442
18236,A130014A01Rik,ENSMUSG00000097944
18237,Gm11733,ENSMUSG00000069588
18238,Tgfbr2,ENSMUSG00000032440
18239,Ranbp3,ENSMUSG00000002372
18240,Rnf17,ENSMUSG00000000365
18241,Itga2b,ENSMUSG00000034664
18242,Rnf40,ENSMUSG00000030816
